 num_customers |      avg_balance      
             1 | 5297.6800000000000000
             1 | 4517.3300000000000000
             1 | 7778.9500000000000000
             1 | 5295.2600000000000000
             1 | 4999.3100000000000000
             1 | 9566.1500000000000000
             1 | 8438.4000000000000000
             1 | 5030.2400000000000000
             1 | 8947.2600000000000000
             1 | 4830.5100000000000000
             1 | 9750.7100000000000000
             1 | 8450.3700000000000000
             1 | 7115.1400000000000000
             1 | 6959.0900000000000000
             1 | 7631.9400000000000000
             1 | 5683.3300000000000000
             1 | 4677.5500000000000000
             1 | 9618.8400000000000000
             1 | 7461.7400000000000000
             1 | 7555.1600000000000000
             1 | 9097.5200000000000000
             1 | 6403.6200000000000000
             1 | 5207.3200000000000000
             1 | 6003.0900000000000000
             1 | 7297.6400000000000000
             1 | 6840.2900000000000000
             1 | 7059.6800000000000000
             1 | 7775.6500000000000000
             1 | 8635.4900000000000000
             1 | 7650.7300000000000000
             1 | 4822.0800000000000000
             1 | 6265.8800000000000000
             1 | 5391.7400000000000000
             1 | 6032.1800000000000000
             1 | 7659.7200000000000000
             1 | 7462.2000000000000000
             1 | 8330.7000000000000000
             1 | 5898.1700000000000000
             1 | 7499.4700000000000000
             1 | 5710.4100000000000000
             1 | 8921.9700000000000000
             1 | 7826.1000000000000000
             1 | 7055.1300000000000000
             1 | 6988.4900000000000000
             1 | 6533.5300000000000000
             1 | 7461.2700000000000000
             1 | 7140.8100000000000000
             1 | 7894.0000000000000000
             1 | 8341.7100000000000000
             1 | 4936.2500000000000000
             1 | 7993.9800000000000000
             1 | 7291.3000000000000000
             1 | 8844.2700000000000000
             1 | 9153.8400000000000000
             1 | 5465.2900000000000000
             1 | 8581.7800000000000000
             1 | 5275.8800000000000000
             1 | 5878.2100000000000000
             1 | 4878.1000000000000000
             1 | 9977.6200000000000000
             1 | 9314.5900000000000000
             1 | 9786.3600000000000000
             1 | 8123.9900000000000000
             1 | 6019.1000000000000000
             1 | 6319.2100000000000000
             1 | 6013.0900000000000000
             1 | 7341.3500000000000000
             1 | 9032.8900000000000000
             1 | 7582.2900000000000000
             1 | 6378.6700000000000000
             1 | 9261.0500000000000000
             1 | 9593.3500000000000000
             1 | 6503.3500000000000000
             1 | 5787.6900000000000000
             1 | 9777.1900000000000000
             1 | 8437.7600000000000000
             1 | 8137.6600000000000000
             1 | 4723.3700000000000000
             1 | 7795.8700000000000000
             1 | 8429.3300000000000000
             1 | 8634.9200000000000000
             1 | 4787.8500000000000000
             1 | 8482.5100000000000000
             1 | 8156.6200000000000000
             1 | 6936.7200000000000000
             1 | 8353.0000000000000000
             1 | 5579.8100000000000000
             1 | 6865.1400000000000000
             1 | 8972.4600000000000000
             1 | 8182.4200000000000000
             1 | 5509.1100000000000000
             1 | 6074.0100000000000000
             1 | 4548.4600000000000000
             1 | 4900.6600000000000000
             1 | 9290.5300000000000000
             1 | 6006.8100000000000000
             1 | 5139.0000000000000000
             1 | 8303.0900000000000000
             1 | 4967.2400000000000000
             1 | 5570.6900000000000000
             1 | 9802.0400000000000000
             1 | 9643.8700000000000000
             1 | 5510.2800000000000000
             1 | 8733.3900000000000000
             1 | 7352.1400000000000000
             1 | 5920.0900000000000000
             1 | 6252.1200000000000000
             1 | 8136.5300000000000000
             1 | 6314.2500000000000000
             1 | 8487.6000000000000000
             1 | 9465.1500000000000000
             1 | 7917.9000000000000000
             1 | 8367.9400000000000000
             1 | 9270.8800000000000000
             1 | 9680.5100000000000000
             1 | 9793.2900000000000000
             1 | 4883.1700000000000000
             1 | 8997.6000000000000000
             1 | 8292.2100000000000000
             1 | 8151.6100000000000000
             1 | 8207.3900000000000000
             1 | 7729.4800000000000000
             1 | 5653.7300000000000000
             1 | 4742.5900000000000000
             1 | 4630.5200000000000000
             1 | 7256.2100000000000000
             1 | 7283.9900000000000000
             1 | 7119.8000000000000000
             1 | 5305.8600000000000000
             1 | 6900.0800000000000000
             1 | 7027.5400000000000000
             1 | 6861.8500000000000000
             1 | 4635.1500000000000000
             1 | 8358.5100000000000000
             1 | 9601.4800000000000000
             1 | 9435.4200000000000000
             1 | 7085.7900000000000000
             1 | 9987.1100000000000000
             1 | 9525.1900000000000000
             1 | 4982.9600000000000000
             1 | 4649.0300000000000000
             1 | 8586.0400000000000000
             1 | 5172.5300000000000000
             1 | 6996.1000000000000000
             1 | 8151.3600000000000000
             1 | 9258.8200000000000000
             1 | 4978.1100000000000000
             1 | 6683.7000000000000000
             1 | 5145.4000000000000000
             1 | 5688.3100000000000000
             1 | 9588.8800000000000000
             1 | 7013.7200000000000000
             1 | 8569.5000000000000000
             1 | 5787.8100000000000000
             1 | 5746.3800000000000000
             1 | 8396.3700000000000000
             1 | 9846.9700000000000000
             1 | 6876.3700000000000000
             1 | 7233.1800000000000000
             1 | 7805.5500000000000000
             1 | 6407.4600000000000000
             1 | 6580.1300000000000000
             1 | 8306.2900000000000000
             1 | 6435.8500000000000000
             1 | 8593.0100000000000000
             1 | 7142.1400000000000000
             1 | 7115.8000000000000000
             1 | 5263.1300000000000000
             1 | 8247.2900000000000000
             1 | 9692.2800000000000000
             1 | 8261.1800000000000000
             1 | 9849.6700000000000000
             1 | 7975.8900000000000000
             1 | 7268.9800000000000000
             1 | 6262.1800000000000000
             1 | 8509.3300000000000000
             1 | 5376.7000000000000000
             1 | 8891.6500000000000000
             1 | 7909.1300000000000000
             1 | 8592.2000000000000000
             1 | 9710.0600000000000000
             1 | 7851.8700000000000000
             1 | 8385.5300000000000000
             1 | 5002.2400000000000000
             1 | 8620.0100000000000000
             1 | 6864.7200000000000000
             1 | 5749.2000000000000000
             1 | 5639.6600000000000000
             1 | 7180.8200000000000000
             1 | 9551.2700000000000000
             1 | 4661.0500000000000000
             1 | 5273.6900000000000000
             1 | 5916.8700000000000000
             1 | 5692.1400000000000000
             1 | 9806.4300000000000000
             1 | 6872.5400000000000000
             1 | 7937.7100000000000000
             1 | 7739.3500000000000000
             1 | 9179.8500000000000000
             1 | 8565.7100000000000000
             1 | 7815.7800000000000000
             1 | 8405.6700000000000000
             1 | 9257.2000000000000000
             1 | 9650.1800000000000000
             1 | 4732.4200000000000000
             1 | 7515.3000000000000000
             1 | 5119.7300000000000000
             1 | 6312.6100000000000000
             1 | 7328.3500000000000000
             1 | 5924.1700000000000000
             1 | 8496.3700000000000000
             1 | 8458.3700000000000000
             1 | 7848.3900000000000000
             1 | 7392.0800000000000000
             1 | 6167.1500000000000000
             1 | 9685.2100000000000000
             1 | 6891.6600000000000000
             1 | 9171.7000000000000000
             1 | 9859.3200000000000000
             1 | 7541.9300000000000000
             1 | 5325.4800000000000000
             1 | 7350.5900000000000000
             1 | 4555.5000000000000000
             1 | 5525.9700000000000000
             1 | 8735.6300000000000000
             1 | 8978.0800000000000000
             1 | 9420.3600000000000000
             1 | 8151.7900000000000000
             1 | 7659.9100000000000000
             1 | 6768.2300000000000000
             1 | 8735.7000000000000000
             1 | 5839.3100000000000000
             1 | 8334.0400000000000000
             1 | 7082.2400000000000000
             1 | 9504.0400000000000000
             1 | 9677.3800000000000000
             1 | 9784.7500000000000000
             1 | 7971.3700000000000000
             1 | 8781.5100000000000000
             1 | 9512.9800000000000000
             1 | 5319.8000000000000000
             1 | 8619.8300000000000000
             1 | 4503.7600000000000000
             1 | 5493.6000000000000000
             1 | 9609.8700000000000000
             1 | 6758.0200000000000000
             1 | 8538.8900000000000000
             1 | 5742.2200000000000000
             1 | 8795.5400000000000000
             1 | 6261.9400000000000000
             1 | 8193.9300000000000000
             1 | 5640.4100000000000000
             1 | 6036.0700000000000000
             1 | 4673.8900000000000000
             1 | 5618.7200000000000000
             1 | 8329.3500000000000000
             1 | 8115.5500000000000000
             1 | 7684.3600000000000000
             1 | 9057.3100000000000000
             1 | 6422.8700000000000000
             1 | 9052.4500000000000000
             1 | 4653.3900000000000000
             1 | 7310.9500000000000000
             1 | 7121.5500000000000000
             1 | 9151.6500000000000000
             1 | 7803.2100000000000000
             1 | 7736.6400000000000000
             1 | 5019.3300000000000000
             1 | 6162.2100000000000000
             1 | 8719.1100000000000000
             1 | 8566.1700000000000000
             1 | 9996.3400000000000000
             1 | 7401.2300000000000000
             1 | 6551.5400000000000000
             1 | 7721.9100000000000000
             1 | 6257.9900000000000000
             1 | 9474.4100000000000000
             1 | 9552.4600000000000000
             1 | 5658.0100000000000000
             1 | 6593.1300000000000000
             1 | 5347.7600000000000000
             1 | 9915.2300000000000000
             1 | 9379.8800000000000000
             1 | 9284.1000000000000000
             1 | 9031.4000000000000000
             1 | 9852.5800000000000000
             1 | 6724.5900000000000000
             1 | 8128.2400000000000000
             1 | 8167.5600000000000000
             1 | 9734.1600000000000000
             1 | 6398.8800000000000000
             1 | 6590.1400000000000000
             1 | 6107.0000000000000000
             1 | 6748.7400000000000000
             1 | 7912.0400000000000000
             1 | 7671.4600000000000000
             1 | 7205.9500000000000000
             1 | 7815.8500000000000000
             1 | 5157.1400000000000000
             1 | 7119.3400000000000000
             1 | 8976.8200000000000000
             1 | 8717.4800000000000000
             1 | 5997.7400000000000000
             1 | 5327.4100000000000000
             1 | 6202.5400000000000000
             1 | 7449.9900000000000000
             1 | 7312.1100000000000000
             1 | 8743.2000000000000000
             1 | 6998.6400000000000000
             1 | 4781.1200000000000000
             1 | 5869.8300000000000000
             1 | 9592.4300000000000000
             1 | 6111.4400000000000000
             1 | 5599.6700000000000000
             1 | 8829.2100000000000000
             1 | 9989.4800000000000000
             1 | 4718.9700000000000000
             1 | 7517.0700000000000000
             1 | 8469.6200000000000000
             1 | 6895.8100000000000000
             1 | 8851.3000000000000000
             1 | 5052.0300000000000000
             1 | 7654.1800000000000000
             1 | 8927.6300000000000000
             1 | 4779.7900000000000000
             1 | 9476.3500000000000000
             1 | 9013.8300000000000000
             1 | 7615.1900000000000000
             1 | 5424.1600000000000000
             1 | 8432.3200000000000000
             1 | 6595.6400000000000000
             1 | 9859.5100000000000000
             1 | 9043.1900000000000000
             1 | 8072.7600000000000000
             1 | 7339.8700000000000000
             1 | 8471.3700000000000000
             1 | 5768.5700000000000000
             1 | 8967.2500000000000000
             1 | 9006.6600000000000000
             1 | 6740.3500000000000000
             1 | 5077.8300000000000000
             1 | 5267.3500000000000000
             1 | 9467.6400000000000000
             1 | 5640.4100000000000000
             1 | 9458.1400000000000000
             1 | 7584.1100000000000000
             1 | 8164.0000000000000000
             1 | 7416.1700000000000000
             1 | 7731.1400000000000000
             1 | 7928.7200000000000000
             1 | 7339.5000000000000000
             1 | 4582.5900000000000000
             1 | 9541.5300000000000000
             1 | 4666.4000000000000000
             1 | 4903.0500000000000000
             1 | 7052.6000000000000000
             1 | 7109.2800000000000000
             1 | 8876.3600000000000000
             1 | 9518.5400000000000000
             1 | 8251.8900000000000000
             1 | 9366.5300000000000000
             1 | 7537.3300000000000000
             1 | 9785.6700000000000000
             1 | 4848.6400000000000000
             1 | 5476.4900000000000000
             1 | 7942.8400000000000000
             1 | 6634.9100000000000000
             1 | 7588.8500000000000000
             1 | 6124.2400000000000000
             1 | 6578.0300000000000000
             1 | 5039.6800000000000000
             1 | 8149.6700000000000000
             1 | 9050.0000000000000000
             1 | 9898.0900000000000000
             1 | 5873.6000000000000000
             1 | 9795.7600000000000000
             1 | 4783.9200000000000000
             1 | 7849.5200000000000000
             1 | 9520.4800000000000000
             1 | 8421.1700000000000000
             1 | 4517.8400000000000000
             1 | 7356.4600000000000000
             1 | 7052.1900000000000000
             1 | 5376.9100000000000000
             1 | 6808.0500000000000000
             1 | 8326.6400000000000000
             1 | 4792.7200000000000000
             1 | 8406.6200000000000000
             1 | 7567.6100000000000000
             1 | 4830.8100000000000000
             1 | 7267.8600000000000000
             1 | 7603.1700000000000000
             1 | 5842.4200000000000000
             1 | 9135.9300000000000000
             1 | 5435.5300000000000000
             1 | 6509.6700000000000000
             1 | 5170.9100000000000000
             1 | 5426.1200000000000000
             1 | 7371.5700000000000000
             1 | 4504.9500000000000000
             1 | 5418.7500000000000000
             1 | 6129.0200000000000000
             1 | 8121.4200000000000000
             1 | 6746.5900000000000000
             1 | 5145.2200000000000000
             1 | 8639.6900000000000000
             1 | 9270.1600000000000000
             1 | 8299.2400000000000000
             1 | 4598.7600000000000000
             1 | 4504.1800000000000000
             1 | 8817.4500000000000000
             1 | 5299.2400000000000000
             1 | 8973.5000000000000000
             1 | 9955.7200000000000000
             1 | 9499.1600000000000000
             1 | 6068.7600000000000000
             1 | 9201.6100000000000000
             1 | 9925.1500000000000000
             1 | 6268.7700000000000000
             1 | 4928.8100000000000000
             1 | 6434.2700000000000000
             1 | 9672.9500000000000000
             1 | 9906.8000000000000000
             1 | 9766.4200000000000000
             1 | 9507.8600000000000000
             1 | 5276.7900000000000000
             1 | 5042.3700000000000000
             1 | 6118.2700000000000000
             1 | 5568.8600000000000000
             1 | 5798.1500000000000000
             1 | 9552.1000000000000000
             1 | 8888.3400000000000000
             1 | 4681.8800000000000000
             1 | 6716.7900000000000000
             1 | 5052.3500000000000000
             1 | 9484.3100000000000000
             1 | 5572.0000000000000000
             1 | 7636.4500000000000000
             1 | 9385.3200000000000000
             1 | 6092.6700000000000000
             1 | 6088.5600000000000000
             1 | 5130.8600000000000000
             1 | 7268.4300000000000000
             1 | 5049.5600000000000000
             1 | 7872.3100000000000000
             1 | 9667.7900000000000000
             1 | 7519.7200000000000000
             1 | 8535.7400000000000000
             1 | 6658.9500000000000000
             1 | 9566.7800000000000000
             1 | 8273.9900000000000000
             1 | 4941.4300000000000000
             1 | 9542.2700000000000000
             1 | 9180.2000000000000000
             1 | 4582.3400000000000000
             1 | 7171.9700000000000000
             1 | 5011.7700000000000000
             1 | 5086.2500000000000000
             1 | 4967.4500000000000000
             1 | 5815.0600000000000000
             1 | 8832.3400000000000000
             1 | 6559.6200000000000000
             1 | 8085.6500000000000000
             1 | 7638.8200000000000000
             1 | 4531.0100000000000000
             1 | 5719.7900000000000000
             1 | 8963.4900000000000000
             1 | 5099.5900000000000000
             1 | 5044.2300000000000000
             1 | 8704.5900000000000000
             1 | 5227.9000000000000000
             1 | 6350.0400000000000000
             1 | 7538.9000000000000000
             1 | 5632.5900000000000000
             1 | 9206.6500000000000000
             1 | 8241.2200000000000000
             1 | 7253.5900000000000000
             1 | 7078.3600000000000000
             1 | 7836.6300000000000000
             1 | 9729.3200000000000000
             1 | 9544.0100000000000000
             1 | 6716.7200000000000000
             1 | 7316.1100000000000000
             1 | 6396.6800000000000000
             1 | 4664.1900000000000000
             1 | 8471.8500000000000000
             1 | 8264.2100000000000000
             1 | 8585.6300000000000000
             1 | 8089.2300000000000000
             1 | 4724.0300000000000000
             1 | 4917.9000000000000000
             1 | 9342.7800000000000000
             1 | 8156.7600000000000000
             1 | 8599.5400000000000000
             1 | 5376.7600000000000000
             1 | 6398.4400000000000000
             1 | 9216.2700000000000000
             1 | 6279.4400000000000000
             1 | 9973.9700000000000000
             1 | 8155.6300000000000000
             1 | 6599.6500000000000000
             1 | 8657.4900000000000000
             1 | 9701.4500000000000000
             1 | 7114.5500000000000000
             1 | 7944.2700000000000000
             1 | 4743.4000000000000000
             1 | 6761.8500000000000000
             1 | 8225.1200000000000000
             1 | 9809.5300000000000000
             1 | 5227.6300000000000000
             1 | 4850.9200000000000000
             1 | 5408.7200000000000000
             1 | 5908.2600000000000000
             1 | 5846.2400000000000000
             1 | 6257.7500000000000000
             1 | 6418.8400000000000000
             1 | 8798.5700000000000000
             1 | 8986.9100000000000000
             1 | 5753.6600000000000000
             1 | 5952.7800000000000000
             1 | 8448.0100000000000000
             1 | 9940.9800000000000000
             1 | 9807.8200000000000000
             1 | 5076.2900000000000000
             1 | 7878.7000000000000000
             1 | 9576.8100000000000000
             1 | 5813.0200000000000000
             1 | 7906.4900000000000000
             1 | 9342.1500000000000000
             1 | 7887.4800000000000000
             1 | 8593.9300000000000000
             1 | 6201.7400000000000000
             1 | 5734.4300000000000000
             1 | 5502.6300000000000000
             1 | 7945.9600000000000000
             1 | 5766.3900000000000000
             1 | 8135.2600000000000000
             1 | 8366.8500000000000000
             1 | 6630.6900000000000000
             1 | 9658.7300000000000000
             1 | 9270.5800000000000000
             1 | 4640.4600000000000000
             1 | 5729.5800000000000000
             1 | 8841.3600000000000000
             1 | 8060.0800000000000000
             1 | 9626.7200000000000000
             1 | 6335.8500000000000000
             1 | 5071.0200000000000000
             1 | 8365.7800000000000000
             1 | 9714.5500000000000000
             1 | 8561.5700000000000000
             1 | 9834.1800000000000000
             1 | 9006.6900000000000000
             1 | 6455.0400000000000000
             1 | 9680.7000000000000000
             1 | 8650.2400000000000000
             1 | 6145.0700000000000000
             1 | 7693.3500000000000000
             1 | 6266.1600000000000000
             1 | 8886.3800000000000000
             1 | 5580.7600000000000000
             1 | 9790.6800000000000000
             1 | 7927.4400000000000000
             1 | 4573.0600000000000000
             1 | 8784.3200000000000000
             1 | 4844.0500000000000000
             1 | 6897.2400000000000000
             1 | 9425.4800000000000000
             1 | 7511.0000000000000000
             1 | 7733.0100000000000000
             1 | 7110.0200000000000000
             1 | 9049.8100000000000000
             1 | 9431.0600000000000000
             1 | 7143.0400000000000000
             1 | 7730.8300000000000000
             1 | 9135.2200000000000000
             1 | 7197.1100000000000000
             1 | 4905.8300000000000000
             1 | 9964.6100000000000000
             1 | 6872.3700000000000000
             1 | 5178.2800000000000000
             1 | 8353.2700000000000000
             1 | 6676.8100000000000000
             1 | 5665.9100000000000000
             1 | 8178.8200000000000000
             1 | 6252.9400000000000000
             1 | 5456.2300000000000000
             1 | 4868.4600000000000000
             1 | 6109.0600000000000000
             1 | 6201.5600000000000000
             1 | 5582.5300000000000000
             1 | 8530.6300000000000000
             1 | 6676.7400000000000000
             1 | 4838.5400000000000000
             1 | 5117.7700000000000000
             1 | 5783.0900000000000000
             1 | 9116.9100000000000000
             1 | 6905.8000000000000000
             1 | 6952.5800000000000000
             1 | 8545.1200000000000000
             1 | 9222.8700000000000000
             1 | 8566.9100000000000000
             1 | 6503.5000000000000000
             1 | 9171.9100000000000000
             1 | 9534.0500000000000000
             1 | 9534.6000000000000000
             1 | 7944.0800000000000000
             1 | 7981.4300000000000000
             1 | 8359.0600000000000000
             1 | 7157.7100000000000000
             1 | 9538.0500000000000000
             1 | 7384.4200000000000000
             1 | 5962.5700000000000000
             1 | 8000.0600000000000000
             1 | 7260.6700000000000000
             1 | 8606.0900000000000000
             1 | 7032.2600000000000000
             1 | 4900.7300000000000000
             1 | 6592.2700000000000000
             1 | 4863.6500000000000000
             1 | 7980.7700000000000000
             1 | 6091.2700000000000000
             1 | 8051.7500000000000000
             1 | 8369.3300000000000000
             1 | 5634.9300000000000000
             1 | 4767.8800000000000000
             1 | 7822.5100000000000000
             1 | 7942.8200000000000000
             1 | 7994.6400000000000000
             1 | 9957.0900000000000000
             1 | 5601.7300000000000000
             1 | 8382.4200000000000000
             1 | 8334.1000000000000000
             1 | 5595.1300000000000000
             1 | 7328.9300000000000000
             1 | 6076.9800000000000000
             1 | 7870.5200000000000000
             1 | 4699.1000000000000000
             1 | 6695.1400000000000000
             1 | 5794.5300000000000000
             1 | 8896.2400000000000000
             1 | 6402.4800000000000000
             1 | 8506.6100000000000000
             1 | 6447.8100000000000000
             1 | 4899.7400000000000000
             1 | 8139.6600000000000000
             1 | 8037.7600000000000000
             1 | 8779.1000000000000000
             1 | 5482.9100000000000000
             1 | 9397.9800000000000000
             1 | 6834.6100000000000000
             1 | 7894.3300000000000000
             1 | 6961.7500000000000000
             1 | 5860.0800000000000000
             1 | 5555.6900000000000000
             1 | 6059.9600000000000000
             1 | 8464.1500000000000000
             1 | 7961.5200000000000000
             1 | 8676.2700000000000000
             1 | 4693.1000000000000000
             1 | 9100.9200000000000000
             1 | 7452.6100000000000000
             1 | 4776.1200000000000000
             1 | 8927.7100000000000000
             1 | 7295.9200000000000000
             1 | 5349.1900000000000000
             1 | 5528.2100000000000000
             1 | 4705.1000000000000000
             1 | 5273.8600000000000000
             1 | 8725.0400000000000000
             1 | 7601.1100000000000000
             1 | 9260.9100000000000000
             1 | 6548.8300000000000000
             1 | 6250.4800000000000000
             1 | 7192.0900000000000000
             1 | 7450.2600000000000000
             1 | 7647.0500000000000000
             1 | 5823.1700000000000000
             1 | 7868.3700000000000000
             1 | 6570.3800000000000000
             1 | 8514.8500000000000000
             1 | 8947.1100000000000000
             1 | 9605.2500000000000000
             1 | 4950.2400000000000000
             1 | 8018.4900000000000000
             1 | 8235.3100000000000000
             1 | 6843.6700000000000000
             1 | 6105.6000000000000000
             1 | 8338.0900000000000000
             1 | 4888.1500000000000000
             1 | 5148.6400000000000000
             1 | 7323.6800000000000000
             1 | 8075.4500000000000000
             1 | 9872.7600000000000000
             1 | 6353.8900000000000000
             1 | 7282.9100000000000000
             1 | 8347.6500000000000000
             1 | 8646.7600000000000000
             1 | 8334.3900000000000000
             1 | 7575.7900000000000000
             1 | 8960.2000000000000000
             1 | 8043.1100000000000000
             1 | 7614.4500000000000000
             1 | 9217.3100000000000000
             1 | 7973.0700000000000000
             1 | 5845.4100000000000000
             1 | 5134.4800000000000000
             1 | 8668.1300000000000000
             1 | 4870.7200000000000000
             1 | 9149.9800000000000000
             1 | 7125.5300000000000000
             1 | 9309.8300000000000000
             1 | 7650.9800000000000000
             1 | 4911.6300000000000000
             1 | 9806.5500000000000000
             1 | 9256.7300000000000000
             1 | 5150.5800000000000000
             1 | 9173.5100000000000000
             1 | 5585.2500000000000000
             1 | 8203.1100000000000000
             1 | 8282.1100000000000000
             1 | 6309.4800000000000000
             1 | 4839.5400000000000000
             1 | 5587.3500000000000000
             1 | 6612.7000000000000000
             1 | 9526.9400000000000000
             1 | 7335.4000000000000000
             1 | 7191.8200000000000000
             1 | 5312.0100000000000000
             1 | 5029.8100000000000000
             1 | 7413.6100000000000000
             1 | 8646.8600000000000000
             1 | 7908.1200000000000000
             1 | 7899.6000000000000000
             1 | 7246.9100000000000000
             1 | 6444.1000000000000000
             1 | 4706.3900000000000000
             1 | 9725.3100000000000000
             1 | 4979.3300000000000000
             1 | 8330.4000000000000000
             1 | 7179.6300000000000000
             1 | 7033.0000000000000000
             1 | 8707.0500000000000000
             1 | 5631.8500000000000000
             1 | 8515.3900000000000000
             1 | 6397.2900000000000000
             1 | 8460.5400000000000000
             1 | 8416.8800000000000000
             1 | 8045.4100000000000000
             1 | 5805.5800000000000000
             1 | 6718.3200000000000000
             1 | 7806.9300000000000000
             1 | 6385.5400000000000000
             1 | 9846.8300000000000000
             1 | 7221.2000000000000000
             1 | 6977.7100000000000000
             1 | 8650.7500000000000000
             1 | 5184.4200000000000000
             1 | 5134.9900000000000000
             1 | 6768.6300000000000000
             1 | 7399.1900000000000000
             1 | 6923.1500000000000000
             1 | 9240.5800000000000000
             1 | 9653.5500000000000000
             1 | 9804.8500000000000000
             1 | 9538.0100000000000000
             1 | 6576.8300000000000000
             1 | 9217.5600000000000000
             1 | 6077.5400000000000000
             1 | 9295.7900000000000000
             1 | 5405.4700000000000000
             1 | 4515.0100000000000000
             1 | 7606.7300000000000000
             1 | 6679.8600000000000000
             1 | 7764.3300000000000000
             1 | 8710.5000000000000000
             1 | 7492.3200000000000000
             1 | 7134.1100000000000000
             1 | 6121.0900000000000000
             1 | 8593.5800000000000000
             1 | 6472.7800000000000000
             1 | 7733.2000000000000000
             1 | 9117.3200000000000000
             1 | 9050.0600000000000000
             1 | 6066.9400000000000000
             1 | 6162.0100000000000000
             1 | 8985.9000000000000000
             1 | 8548.3800000000000000
             1 | 9873.2500000000000000
             1 | 8367.2200000000000000
             1 | 9860.4000000000000000
             1 | 5410.2700000000000000
             1 | 9848.5200000000000000
             1 | 8130.6900000000000000
             1 | 6559.7300000000000000
             1 | 5341.5800000000000000
             1 | 6411.4600000000000000
             1 | 8847.4500000000000000
             1 | 6076.3600000000000000
             1 | 6300.3300000000000000
             1 | 5529.9900000000000000
             1 | 7628.8900000000000000
             1 | 8297.8300000000000000
             1 | 7035.2900000000000000
             1 | 7779.0600000000000000
             1 | 5667.7300000000000000
             1 | 4844.8700000000000000
             1 | 7993.1200000000000000
             1 | 6413.2600000000000000
             1 | 6098.8600000000000000
             1 | 5454.5400000000000000
             1 | 9415.9500000000000000
             1 | 4693.7100000000000000
             1 | 6035.8500000000000000
             1 | 9311.7600000000000000
             1 | 7630.5800000000000000
             1 | 5711.0600000000000000
             1 | 5798.7500000000000000
             1 | 8574.8700000000000000
             1 | 4956.2700000000000000
             1 | 6312.5000000000000000
             1 | 4647.6600000000000000
             1 | 4498.2800000000000000
             1 | 8623.3700000000000000
             1 | 5981.9100000000000000
             1 | 6900.3200000000000000
             1 | 9642.2200000000000000
             1 | 8027.0500000000000000
             1 | 6718.5300000000000000
             1 | 8825.7100000000000000
             1 | 8524.1900000000000000
             1 | 4984.7900000000000000
             1 | 7239.9200000000000000
             1 | 8447.6400000000000000
             1 | 7639.9600000000000000
             1 | 5292.6800000000000000
             1 | 5579.1400000000000000
             1 | 7280.3700000000000000
             1 | 9534.6300000000000000
             1 | 9321.6900000000000000
             1 | 8725.7800000000000000
             1 | 4968.1300000000000000
